book,chapter,verse,text
"Nombres",7,19,"Nombres chapitre 7, verset 19."
"Nombres",7,20,"Nombres chapitre 7, verset 20."
"Nombres",7,21,"Nombres chapitre 7, verset 21."
"Nombres",7,22,"Nombres chapitre 7, verset 22."
"Nombres",7,23,"Nombres chapitre 7, verset 23."
"Nombres",7,24,"Nombres chapitre 7, verset 24."
"Nombres",7,25,"Nombres chapitre 7, verset 25."
"Nombres",7,26,"Nombres chapitre 7, verset 26."
"Nombres",7,27,"Nombres chapitre 7, verset 27."
"Nombres",7,28,"Nombres chapitre 7, verset 28."
"Nombres",7,29,"Nombres chapitre 7, verset 29."
"Nombres",7,30,"Nombres chapitre 7, verset 30."
"Nombres",8,1,"Nombres chapitre 8, verset 1."
"Nombres",8,2,"Nombres chapitre 8, verset 2."
"Nombres",8,3,"Nombres chapitre 8, verset 3."
"Nombres",8,4,"Nombres chapitre 8, verset 4."
"Nombres",8,5,"Nombres chapitre 8, verset 5."
"Nombres",8,6,"Nombres chapitre 8, verset 6."
"Nombres",8,7,"Nombres chapitre 8, verset 7."
"Nombres",8,8,"Nombres chapitre 8, verset 8."
"Nombres",8,9,"Nombres chapitre 8, verset 9."
"Nombres",8,10,"Nombres chapitre 8, verset 10."
"Nombres",8,11,"Nombres chapitre 8, verset 11."
"Nombres",8,12,"Nombres chapitre 8, verset 12."
"Nombres",8,13,"Nombres chapitre 8, verset 13."
"Nombres",8,14,"Nombres chapitre 8, verset 14."
"Nombres",8,15,"Nombres chapitre 8, verset 15."
"Nombres",8,16,"Nombres chapitre 8, verset 16."
"Nombres",8,17,"Nombres chapitre 8, verset 17."
"Nombres",8,18,"Nombres chapitre 8, verset 18."
"Nombres",8,19,"Nombres chapitre 8, verset 19."
"Nombres",8,20,"Nombres chapitre 8, verset 20."
"Nombres",8,21,"Nombres chapitre 8, verset 21."
"Nombres",8,22,"Nombres chapitre 8, verset 22."
"Nombres",8,23,"Nombres chapitre 8, verset 23."
"Nombres",8,24,"Nombres chapitre 8, verset 24."
"Nombres",8,25,"Nombres chapitre 8, verset 25."
"Nombres",8,26,"Nombres chapitre 8, verset 26."
"Nombres",8,27,"Nombres chapitre 8, verset 27."
"Nombres",8,28,"Nombres chapitre 8, verset 28."
"Nombres",8,29,"Nombres chapitre 8, verset 29."
"Nombres",8,30,"Nombres chapitre 8, verset 30."
"Nombres",9,1,"Nombres chapitre 9, verset 1."
"Nombres",9,2,"Nombres chapitre 9, verset 2."
"Nombres",9,3,"Nombres chapitre 9, verset 3."
"Nombres",9,4,"Nombres chapitre 9, verset 4."
"Nombres",9,5,"Nombres chapitre 9, verset 5."
"Nombres",9,6,"Nombres chapitre 9, verset 6."
"Nombres",9,7,"Nombres chapitre 9, verset 7."
"Nombres",9,8,"Nombres chapitre 9, verset 8."
"Nombres",9,9,"Nombres chapitre 9, verset 9."
"Nombres",9,10,"Nombres chapitre 9, verset 10."
"Nombres",9,11,"Nombres chapitre 9, verset 11."
"Nombres",9,12,"Nombres chapitre 9, verset 12."
"Nombres",9,13,"Nombres chapitre 9, verset 13."
"Nombres",9,14,"Nombres chapitre 9, verset 14."
"Nombres",9,15,"Nombres chapitre 9, verset 15."
"Nombres",9,16,"Nombres chapitre 9, verset 16."
"Nombres",9,17,"Nombres chapitre 9, verset 17."
"Nombres",9,18,"Nombres chapitre 9, verset 18."
"Nombres",9,19,"Nombres chapitre 9, verset 19."
"Nombres",9,20,"Nombres chapitre 9, verset 20."
"Nombres",9,21,"Nombres chapitre 9, verset 21."
"Nombres",9,22,"Nombres chapitre 9, verset 22."
"Nombres",9,23,"Nombres chapitre 9, verset 23."
"Nombres",9,24,"Nombres chapitre 9, verset 24."
"Nombres",9,25,"Nombres chapitre 9, verset 25."
"Nombres",9,26,"Nombres chapitre 9, verset 26."
"Nombres",9,27,"Nombres chapitre 9, verset 27."
"Nombres",9,28,"Nombres chapitre 9, verset 28."
"Nombres",9,29,"Nombres chapitre 9, verset 29."
"Nombres",9,30,"Nombres chapitre 9, verset 30."
"Nombres",10,1,"Nombres chapitre 10, verset 1."
"Nombres",10,2,"Nombres chapitre 10, verset 2."
"Nombres",10,3,"Nombres chapitre 10, verset 3."
"Nombres",10,4,"Nombres chapitre 10, verset 4."
"Nombres",10,5,"Nombres chapitre 10, verset 5."
"Nombres",10,6,"Nombres chapitre 10, verset 6."
"Nombres",10,7,"Nombres chapitre 10, verset 7."
"Nombres",10,8,"Nombres chapitre 10, verset 8."
"Nombres",10,9,"Nombres chapitre 10, verset 9."
"Nombres",10,10,"Nombres chapitre 10, verset 10."
"Nombres",10,11,"Nombres chapitre 10, verset 11."
"Nombres",10,12,"Nombres chapitre 10, verset 12."
"Nombres",10,13,"Nombres chapitre 10, verset 13."
"Nombres",10,14,"Nombres chapitre 10, verset 14."
"Nombres",10,15,"Nombres chapitre 10, verset 15."
"Nombres",10,16,"Nombres chapitre 10, verset 16."
"Nombres",10,17,"Nombres chapitre 10, verset 17."
"Nombres",10,18,"Nombres chapitre 10, verset 18."
"Nombres",10,19,"Nombres chapitre 10, verset 19."
"Nombres",10,20,"Nombres chapitre 10, verset 20."
"Nombres",10,21,"Nombres chapitre 10, verset 21."
"Nombres",10,22,"Nombres chapitre 10, verset 22."
"Nombres",10,23,"Nombres chapitre 10, verset 23."
"Nombres",10,24,"Nombres chapitre 10, verset 24."
"Nombres",10,25,"Nombres chapitre 10, verset 25."
"Nombres",10,26,"Nombres chapitre 10, verset 26."
"Nombres",10,27,"Nombres chapitre 10, verset 27."
"Nombres",10,28,"Nombres chapitre 10, verset 28."
"Nombres",10,29,"Nombres chapitre 10, verset 29."
"Nombres",10,30,"Nombres chapitre 10, verset 30."
"Nombres",11,1,"Nombres chapitre 11, verset 1."
"Nombres",11,2,"Nombres chapitre 11, verset 2."
"Nombres",11,3,"Nombres chapitre 11, verset 3."
"Nombres",11,4,"Nombres chapitre 11, verset 4."
"Nombres",11,5,"Nombres chapitre 11, verset 5."
"Nombres",11,6,"Nombres chapitre 11, verset 6."
"Nombres",11,7,"Nombres chapitre 11, verset 7."
"Nombres",11,8,"Nombres chapitre 11, verset 8."
"Nombres",11,9,"Nombres chapitre 11, verset 9."
"Nombres",11,10,"Nombres chapitre 11, verset 10."
"Nombres",11,11,"Nombres chapitre 11, verset 11."
"Nombres",11,12,"Nombres chapitre 11, verset 12."
"Nombres",11,13,"Nombres chapitre 11, verset 13."
"Nombres",11,14,"Nombres chapitre 11, verset 14."
"Nombres",11,15,"Nombres chapitre 11, verset 15."
"Nombres",11,16,"Nombres chapitre 11, verset 16."
"Nombres",11,17,"Nombres chapitre 11, verset 17."
"Nombres",11,18,"Nombres chapitre 11, verset 18."
"Nombres",11,19,"Nombres chapitre 11, verset 19."
"Nombres",11,20,"Nombres chapitre 11, verset 20."
"Nombres",11,21,"Nombres chapitre 11, verset 21."
"Nombres",11,22,"Nombres chapitre 11, verset 22."
"Nombres",11,23,"Nombres chapitre 11, verset 23."
"Nombres",11,24,"Nombres chapitre 11, verset 24."
"Nombres",11,25,"Nombres chapitre 11, verset 25."
"Nombres",11,26,"Nombres chapitre 11, verset 26."
"Nombres",11,27,"Nombres chapitre 11, verset 27."
"Nombres",11,28,"Nombres chapitre 11, verset 28."
"Nombres",11,29,"Nombres chapitre 11, verset 29."
"Nombres",11,30,"Nombres chapitre 11, verset 30."
"Nombres",12,1,"Nombres chapitre 12, verset 1."
"Nombres",12,2,"Nombres chapitre 12, verset 2."
"Nombres",12,3,"Nombres chapitre 12, verset 3."
"Nombres",12,4,"Nombres chapitre 12, verset 4."
"Nombres",12,5,"Nombres chapitre 12, verset 5."
"Nombres",12,6,"Nombres chapitre 12, verset 6."
"Nombres",12,7,"Nombres chapitre 12, verset 7."
"Nombres",12,8,"Nombres chapitre 12, verset 8."
"Nombres",12,9,"Nombres chapitre 12, verset 9."
"Nombres",12,10,"Nombres chapitre 12, verset 10."
"Nombres",12,11,"Nombres chapitre 12, verset 11."
"Nombres",12,12,"Nombres chapitre 12, verset 12."
"Nombres",12,13,"Nombres chapitre 12, verset 13."
"Nombres",12,14,"Nombres chapitre 12, verset 14."
"Nombres",12,15,"Nombres chapitre 12, verset 15."
"Nombres",12,16,"Nombres chapitre 12, verset 16."
"Nombres",12,17,"Nombres chapitre 12, verset 17."
"Nombres",12,18,"Nombres chapitre 12, verset 18."
"Nombres",12,19,"Nombres chapitre 12, verset 19."
"Nombres",12,20,"Nombres chapitre 12, verset 20."
"Nombres",12,21,"Nombres chapitre 12, verset 21."
"Nombres",12,22,"Nombres chapitre 12, verset 22."
"Nombres",12,23,"Nombres chapitre 12, verset 23."
"Nombres",12,24,"Nombres chapitre 12, verset 24."
"Nombres",12,25,"Nombres chapitre 12, verset 25."
"Nombres",12,26,"Nombres chapitre 12, verset 26."
"Nombres",12,27,"Nombres chapitre 12, verset 27."
"Nombres",12,28,"Nombres chapitre 12, verset 28."
"Nombres",12,29,"Nombres chapitre 12, verset 29."
"Nombres",12,30,"Nombres chapitre 12, verset 30."
"Nombres",13,1,"Nombres chapitre 13, verset 1."
"Nombres",13,2,"Nombres chapitre 13, verset 2."
"Nombres",13,3,"Nombres chapitre 13, verset 3."
"Nombres",13,4,"Nombres chapitre 13, verset 4."
"Nombres",13,5,"Nombres chapitre 13, verset 5."
"Nombres",13,6,"Nombres chapitre 13, verset 6."
"Nombres",13,7,"Nombres chapitre 13, verset 7."
"Nombres",13,8,"Nombres chapitre 13, verset 8."
"Nombres",13,9,"Nombres chapitre 13, verset 9."
"Nombres",13,10,"Nombres chapitre 13, verset 10."
"Nombres",13,11,"Nombres chapitre 13, verset 11."
"Nombres",13,12,"Nombres chapitre 13, verset 12."
"Nombres",13,13,"Nombres chapitre 13, verset 13."
"Nombres",13,14,"Nombres chapitre 13, verset 14."
"Nombres",13,15,"Nombres chapitre 13, verset 15."
"Nombres",13,16,"Nombres chapitre 13, verset 16."
"Nombres",13,17,"Nombres chapitre 13, verset 17."
"Nombres",13,18,"Nombres chapitre 13, verset 18."
"Nombres",13,19,"Nombres chapitre 13, verset 19."
"Nombres",13,20,"Nombres chapitre 13, verset 20."
"Nombres",13,21,"Nombres chapitre 13, verset 21."
"Nombres",13,22,"Nombres chapitre 13, verset 22."
"Nombres",13,23,"Nombres chapitre 13, verset 23."
"Nombres",13,24,"Nombres chapitre 13, verset 24."
"Nombres",13,25,"Nombres chapitre 13, verset 25."
"Nombres",13,26,"Nombres chapitre 13, verset 26."
"Nombres",13,27,"Nombres chapitre 13, verset 27."
"Nombres",13,28,"Nombres chapitre 13, verset 28."
"Nombres",13,29,"Nombres chapitre 13, verset 29."
"Nombres",13,30,"Nombres chapitre 13, verset 30."
"Nombres",14,1,"Nombres chapitre 14, verset 1."
"Nombres",14,2,"Nombres chapitre 14, verset 2."
"Nombres",14,3,"Nombres chapitre 14, verset 3."
"Nombres",14,4,"Nombres chapitre 14, verset 4."
"Nombres",14,5,"Nombres chapitre 14, verset 5."
"Nombres",14,6,"Nombres chapitre 14, verset 6."
"Nombres",14,7,"Nombres chapitre 14, verset 7."
"Nombres",14,8,"Nombres chapitre 14, verset 8."
"Nombres",14,9,"Nombres chapitre 14, verset 9."
"Nombres",14,10,"Nombres chapitre 14, verset 10."
"Nombres",14,11,"Nombres chapitre 14, verset 11."
"Nombres",14,12,"Nombres chapitre 14, verset 12."
"Nombres",14,13,"Nombres chapitre 14, verset 13."
"Nombres",14,14,"Nombres chapitre 14, verset 14."
"Nombres",14,15,"Nombres chapitre 14, verset 15."
"Nombres",14,16,"Nombres chapitre 14, verset 16."
"Nombres",14,17,"Nombres chapitre 14, verset 17."
"Nombres",14,18,"Nombres chapitre 14, verset 18."
"Nombres",14,19,"Nombres chapitre 14, verset 19."
"Nombres",14,20,"Nombres chapitre 14, verset 20."
"Nombres",14,21,"Nombres chapitre 14, verset 21."
"Nombres",14,22,"Nombres chapitre 14, verset 22."
"Nombres",14,23,"Nombres chapitre 14, verset 23."
"Nombres",14,24,"Nombres chapitre 14, verset 24."
"Nombres",14,25,"Nombres chapitre 14, verset 25."
"Nombres",14,26,"Nombres chapitre 14, verset 26."
"Nombres",14,27,"Nombres chapitre 14, verset 27."
"Nombres",14,28,"Nombres chapitre 14, verset 28."
"Nombres",14,29,"Nombres chapitre 14, verset 29."
"Nombres",14,30,"Nombres chapitre 14, verset 30."
"Nombres",15,1,"Nombres chapitre 15, verset 1."
"Nombres",15,2,"Nombres chapitre 15, verset 2."
"Nombres",15,3,"Nombres chapitre 15, verset 3."
"Nombres",15,4,"Nombres chapitre 15, verset 4."
"Nombres",15,5,"Nombres chapitre 15, verset 5."
"Nombres",15,6,"Nombres chapitre 15, verset 6."
"Nombres",15,7,"Nombres chapitre 15, verset 7."
"Nombres",15,8,"Nombres chapitre 15, verset 8."
"Nombres",15,9,"Nombres chapitre 15, verset 9."
"Nombres",15,10,"Nombres chapitre 15, verset 10."
"Nombres",15,11,"Nombres chapitre 15, verset 11."
"Nombres",15,12,"Nombres chapitre 15, verset 12."
"Nombres",15,13,"Nombres chapitre 15, verset 13."
"Nombres",15,14,"Nombres chapitre 15, verset 14."
"Nombres",15,15,"Nombres chapitre 15, verset 15."
"Nombres",15,16,"Nombres chapitre 15, verset 16."
"Nombres",15,17,"Nombres chapitre 15, verset 17."
"Nombres",15,18,"Nombres chapitre 15, verset 18."
"Nombres",15,19,"Nombres chapitre 15, verset 19."
"Nombres",15,20,"Nombres chapitre 15, verset 20."
"Nombres",15,21,"Nombres chapitre 15, verset 21."
"Nombres",15,22,"Nombres chapitre 15, verset 22."
"Nombres",15,23,"Nombres chapitre 15, verset 23."
"Nombres",15,24,"Nombres chapitre 15, verset 24."
"Nombres",15,25,"Nombres chapitre 15, verset 25."
"Nombres",15,26,"Nombres chapitre 15, verset 26."
"Nombres",15,27,"Nombres chapitre 15, verset 27."
"Nombres",15,28,"Nombres chapitre 15, verset 28."
"Nombres",15,29,"Nombres chapitre 15, verset 29."
"Nombres",15,30,"Nombres chapitre 15, verset 30."
"Nombres",16,1,"Nombres chapitre 16, verset 1."
"Nombres",16,2,"Nombres chapitre 16, verset 2."
"Nombres",16,3,"Nombres chapitre 16, verset 3."
"Nombres",16,4,"Nombres chapitre 16, verset 4."
"Nombres",16,5,"Nombres chapitre 16, verset 5."
"Nombres",16,6,"Nombres chapitre 16, verset 6."
"Nombres",16,7,"Nombres chapitre 16, verset 7."
"Nombres",16,8,"Nombres chapitre 16, verset 8."
"Nombres",16,9,"Nombres chapitre 16, verset 9."
"Nombres",16,10,"Nombres chapitre 16, verset 10."
"Nombres",16,11,"Nombres chapitre 16, verset 11."
"Nombres",16,12,"Nombres chapitre 16, verset 12."
"Nombres",16,13,"Nombres chapitre 16, verset 13."
"Nombres",16,14,"Nombres chapitre 16, verset 14."
"Nombres",16,15,"Nombres chapitre 16, verset 15."
"Nombres",16,16,"Nombres chapitre 16, verset 16."
"Nombres",16,17,"Nombres chapitre 16, verset 17."
"Nombres",16,18,"Nombres chapitre 16, verset 18."
"Nombres",16,19,"Nombres chapitre 16, verset 19."
"Nombres",16,20,"Nombres chapitre 16, verset 20."
"Nombres",16,21,"Nombres chapitre 16, verset 21."
"Nombres",16,22,"Nombres chapitre 16, verset 22."
"Nombres",16,23,"Nombres chapitre 16, verset 23."
"Nombres",16,24,"Nombres chapitre 16, verset 24."
"Nombres",16,25,"Nombres chapitre 16, verset 25."
"Nombres",16,26,"Nombres chapitre 16, verset 26."
"Nombres",16,27,"Nombres chapitre 16, verset 27."
"Nombres",16,28,"Nombres chapitre 16, verset 28."
"Nombres",16,29,"Nombres chapitre 16, verset 29."
"Nombres",16,30,"Nombres chapitre 16, verset 30."
"Nombres",17,1,"Nombres chapitre 17, verset 1."
"Nombres",17,2,"Nombres chapitre 17, verset 2."
"Nombres",17,3,"Nombres chapitre 17, verset 3."
"Nombres",17,4,"Nombres chapitre 17, verset 4."
"Nombres",17,5,"Nombres chapitre 17, verset 5."
"Nombres",17,6,"Nombres chapitre 17, verset 6."
"Nombres",17,7,"Nombres chapitre 17, verset 7."
"Nombres",17,8,"Nombres chapitre 17, verset 8."
"Nombres",17,9,"Nombres chapitre 17, verset 9."
"Nombres",17,10,"Nombres chapitre 17, verset 10."
"Nombres",17,11,"Nombres chapitre 17, verset 11."
"Nombres",17,12,"Nombres chapitre 17, verset 12."
"Nombres",17,13,"Nombres chapitre 17, verset 13."
"Nombres",17,14,"Nombres chapitre 17, verset 14."
"Nombres",17,15,"Nombres chapitre 17, verset 15."
"Nombres",17,16,"Nombres chapitre 17, verset 16."
"Nombres",17,17,"Nombres chapitre 17, verset 17."
"Nombres",17,18,"Nombres chapitre 17, verset 18."
"Nombres",17,19,"Nombres chapitre 17, verset 19."
"Nombres",17,20,"Nombres chapitre 17, verset 20."
"Nombres",17,21,"Nombres chapitre 17, verset 21."
"Nombres",17,22,"Nombres chapitre 17, verset 22."
"Nombres",17,23,"Nombres chapitre 17, verset 23."
"Nombres",17,24,"Nombres chapitre 17, verset 24."
"Nombres",17,25,"Nombres chapitre 17, verset 25."
"Nombres",17,26,"Nombres chapitre 17, verset 26."
"Nombres",17,27,"Nombres chapitre 17, verset 27."
"Nombres",17,28,"Nombres chapitre 17, verset 28."
"Nombres",17,29,"Nombres chapitre 17, verset 29."
"Nombres",17,30,"Nombres chapitre 17, verset 30."
"Nombres",18,1,"Nombres chapitre 18, verset 1."
"Nombres",18,2,"Nombres chapitre 18, verset 2."
"Nombres",18,3,"Nombres chapitre 18, verset 3."
"Nombres",18,4,"Nombres chapitre 18, verset 4."
"Nombres",18,5,"Nombres chapitre 18, verset 5."
"Nombres",18,6,"Nombres chapitre 18, verset 6."
"Nombres",18,7,"Nombres chapitre 18, verset 7."
"Nombres",18,8,"Nombres chapitre 18, verset 8."
"Nombres",18,9,"Nombres chapitre 18, verset 9."
"Nombres",18,10,"Nombres chapitre 18, verset 10."
"Nombres",18,11,"Nombres chapitre 18, verset 11."
"Nombres",18,12,"Nombres chapitre 18, verset 12."
"Nombres",18,13,"Nombres chapitre 18, verset 13."
"Nombres",18,14,"Nombres chapitre 18, verset 14."
"Nombres",18,15,"Nombres chapitre 18, verset 15."
"Nombres",18,16,"Nombres chapitre 18, verset 16."
"Nombres",18,17,"Nombres chapitre 18, verset 17."
"Nombres",18,18,"Nombres chapitre 18, verset 18."
"Nombres",18,19,"Nombres chapitre 18, verset 19."
"Nombres",18,20,"Nombres chapitre 18, verset 20."
"Nombres",18,21,"Nombres chapitre 18, verset 21."
"Nombres",18,22,"Nombres chapitre 18, verset 22."
"Nombres",18,23,"Nombres chapitre 18, verset 23."
"Nombres",18,24,"Nombres chapitre 18, verset 24."
"Nombres",18,25,"Nombres chapitre 18, verset 25."
"Nombres",18,26,"Nombres chapitre 18, verset 26."
"Nombres",18,27,"Nombres chapitre 18, verset 27."
"Nombres",18,28,"Nombres chapitre 18, verset 28."
"Nombres",18,29,"Nombres chapitre 18, verset 29."
"Nombres",18,30,"Nombres chapitre 18, verset 30."
"Nombres",19,1,"Nombres chapitre 19, verset 1."
"Nombres",19,2,"Nombres chapitre 19, verset 2."
"Nombres",19,3,"Nombres chapitre 19, verset 3."
"Nombres",19,4,"Nombres chapitre 19, verset 4."
"Nombres",19,5,"Nombres chapitre 19, verset 5."
"Nombres",19,6,"Nombres chapitre 19, verset 6."
"Nombres",19,7,"Nombres chapitre 19, verset 7."
"Nombres",19,8,"Nombres chapitre 19, verset 8."
"Nombres",19,9,"Nombres chapitre 19, verset 9."
"Nombres",19,10,"Nombres chapitre 19, verset 10."
"Nombres",19,11,"Nombres chapitre 19, verset 11."
"Nombres",19,12,"Nombres chapitre 19, verset 12."
"Nombres",19,13,"Nombres chapitre 19, verset 13."
"Nombres",19,14,"Nombres chapitre 19, verset 14."
"Nombres",19,15,"Nombres chapitre 19, verset 15."
"Nombres",19,16,"Nombres chapitre 19, verset 16."
"Nombres",19,17,"Nombres chapitre 19, verset 17."
"Nombres",19,18,"Nombres chapitre 19, verset 18."
"Nombres",19,19,"Nombres chapitre 19, verset 19."
"Nombres",19,20,"Nombres chapitre 19, verset 20."
"Nombres",19,21,"Nombres chapitre 19, verset 21."
"Nombres",19,22,"Nombres chapitre 19, verset 22."
"Nombres",19,23,"Nombres chapitre 19, verset 23."
"Nombres",19,24,"Nombres chapitre 19, verset 24."
"Nombres",19,25,"Nombres chapitre 19, verset 25."
"Nombres",19,26,"Nombres chapitre 19, verset 26."
"Nombres",19,27,"Nombres chapitre 19, verset 27."
"Nombres",19,28,"Nombres chapitre 19, verset 28."
"Nombres",19,29,"Nombres chapitre 19, verset 29."
"Nombres",19,30,"Nombres chapitre 19, verset 30."
"Nombres",20,1,"Nombres chapitre 20, verset 1."
"Nombres",20,2,"Nombres chapitre 20, verset 2."
"Nombres",20,3,"Nombres chapitre 20, verset 3."
"Nombres",20,4,"Nombres chapitre 20, verset 4."
"Nombres",20,5,"Nombres chapitre 20, verset 5."
"Nombres",20,6,"Nombres chapitre 20, verset 6."
"Nombres",20,7,"Nombres chapitre 20, verset 7."
"Nombres",20,8,"Nombres chapitre 20, verset 8."
"Nombres",20,9,"Nombres chapitre 20, verset 9."
"Nombres",20,10,"Nombres chapitre 20, verset 10."
"Nombres",20,11,"Nombres chapitre 20, verset 11."
"Nombres",20,12,"Nombres chapitre 20, verset 12."
"Nombres",20,13,"Nombres chapitre 20, verset 13."
"Nombres",20,14,"Nombres chapitre 20, verset 14."
"Nombres",20,15,"Nombres chapitre 20, verset 15."
"Nombres",20,16,"Nombres chapitre 20, verset 16."
"Nombres",20,17,"Nombres chapitre 20, verset 17."
"Nombres",20,18,"Nombres chapitre 20, verset 18."
"Nombres",20,19,"Nombres chapitre 20, verset 19."
"Nombres",20,20,"Nombres chapitre 20, verset 20."
"Nombres",20,21,"Nombres chapitre 20, verset 21."
"Nombres",20,22,"Nombres chapitre 20, verset 22."
"Nombres",20,23,"Nombres chapitre 20, verset 23."
"Nombres",20,24,"Nombres chapitre 20, verset 24."
"Nombres",20,25,"Nombres chapitre 20, verset 25."
"Nombres",20,26,"Nombres chapitre 20, verset 26."
"Nombres",20,27,"Nombres chapitre 20, verset 27."
"Nombres",20,28,"Nombres chapitre 20, verset 28."
"Nombres",20,29,"Nombres chapitre 20, verset 29."
"Nombres",20,30,"Nombres chapitre 20, verset 30."
"Nombres",21,1,"Nombres chapitre 21, verset 1."
"Nombres",21,2,"Nombres chapitre 21, verset 2."
"Nombres",21,3,"Nombres chapitre 21, verset 3."
"Nombres",21,4,"Nombres chapitre 21, verset 4."
"Nombres",21,5,"Nombres chapitre 21, verset 5."
"Nombres",21,6,"Nombres chapitre 21, verset 6."
"Nombres",21,7,"Nombres chapitre 21, verset 7."
"Nombres",21,8,"Nombres chapitre 21, verset 8."
"Nombres",21,9,"Nombres chapitre 21, verset 9."
"Nombres",21,10,"Nombres chapitre 21, verset 10."
"Nombres",21,11,"Nombres chapitre 21, verset 11."
"Nombres",21,12,"Nombres chapitre 21, verset 12."
"Nombres",21,13,"Nombres chapitre 21, verset 13."
"Nombres",21,14,"Nombres chapitre 21, verset 14."
"Nombres",21,15,"Nombres chapitre 21, verset 15."
"Nombres",21,16,"Nombres chapitre 21, verset 16."
"Nombres",21,17,"Nombres chapitre 21, verset 17."
"Nombres",21,18,"Nombres chapitre 21, verset 18."
"Nombres",21,19,"Nombres chapitre 21, verset 19."
"Nombres",21,20,"Nombres chapitre 21, verset 20."
"Nombres",21,21,"Nombres chapitre 21, verset 21."
"Nombres",21,22,"Nombres chapitre 21, verset 22."
"Nombres",21,23,"Nombres chapitre 21, verset 23."
"Nombres",21,24,"Nombres chapitre 21, verset 24."
"Nombres",21,25,"Nombres chapitre 21, verset 25."
"Nombres",21,26,"Nombres chapitre 21, verset 26."
"Nombres",21,27,"Nombres chapitre 21, verset 27."
"Nombres",21,28,"Nombres chapitre 21, verset 28."
"Nombres",21,29,"Nombres chapitre 21, verset 29."
"Nombres",21,30,"Nombres chapitre 21, verset 30."
"Nombres",22,1,"Nombres chapitre 22, verset 1."
"Nombres",22,2,"Nombres chapitre 22, verset 2."
"Nombres",22,3,"Nombres chapitre 22, verset 3."
"Nombres",22,4,"Nombres chapitre 22, verset 4."
"Nombres",22,5,"Nombres chapitre 22, verset 5."
"Nombres",22,6,"Nombres chapitre 22, verset 6."
"Nombres",22,7,"Nombres chapitre 22, verset 7."
"Nombres",22,8,"Nombres chapitre 22, verset 8."
"Nombres",22,9,"Nombres chapitre 22, verset 9."
"Nombres",22,10,"Nombres chapitre 22, verset 10."
"Nombres",22,11,"Nombres chapitre 22, verset 11."
"Nombres",22,12,"Nombres chapitre 22, verset 12."
"Nombres",22,13,"Nombres chapitre 22, verset 13."
"Nombres",22,14,"Nombres chapitre 22, verset 14."
"Nombres",22,15,"Nombres chapitre 22, verset 15."
"Nombres",22,16,"Nombres chapitre 22, verset 16."
"Nombres",22,17,"Nombres chapitre 22, verset 17."
"Nombres",22,18,"Nombres chapitre 22, verset 18."
"Nombres",22,19,"Nombres chapitre 22, verset 19."
"Nombres",22,20,"Nombres chapitre 22, verset 20."
"Nombres",22,21,"Nombres chapitre 22, verset 21."
"Nombres",22,22,"Nombres chapitre 22, verset 22."
"Nombres",22,23,"Nombres chapitre 22, verset 23."
"Nombres",22,24,"Nombres chapitre 22, verset 24."
"Nombres",22,25,"Nombres chapitre 22, verset 25."
"Nombres",22,26,"Nombres chapitre 22, verset 26."
"Nombres",22,27,"Nombres chapitre 22, verset 27."
"Nombres",22,28,"Nombres chapitre 22, verset 28."
"Nombres",22,29,"Nombres chapitre 22, verset 29."
"Nombres",22,30,"Nombres chapitre 22, verset 30."
"Nombres",23,1,"Nombres chapitre 23, verset 1."
"Nombres",23,2,"Nombres chapitre 23, verset 2."
"Nombres",23,3,"Nombres chapitre 23, verset 3."
"Nombres",23,4,"Nombres chapitre 23, verset 4."
"Nombres",23,5,"Nombres chapitre 23, verset 5."
"Nombres",23,6,"Nombres chapitre 23, verset 6."
"Nombres",23,7,"Nombres chapitre 23, verset 7."
"Nombres",23,8,"Nombres chapitre 23, verset 8."
"Nombres",23,9,"Nombres chapitre 23, verset 9."
"Nombres",23,10,"Nombres chapitre 23, verset 10."
"Nombres",23,11,"Nombres chapitre 23, verset 11."
"Nombres",23,12,"Nombres chapitre 23, verset 12."
"Nombres",23,13,"Nombres chapitre 23, verset 13."
"Nombres",23,14,"Nombres chapitre 23, verset 14."
"Nombres",23,15,"Nombres chapitre 23, verset 15."
"Nombres",23,16,"Nombres chapitre 23, verset 16."
"Nombres",23,17,"Nombres chapitre 23, verset 17."
"Nombres",23,18,"Nombres chapitre 23, verset 18."
"Nombres",23,19,"Nombres chapitre 23, verset 19."
"Nombres",23,20,"Nombres chapitre 23, verset 20."
"Nombres",23,21,"Nombres chapitre 23, verset 21."
"Nombres",23,22,"Nombres chapitre 23, verset 22."
"Nombres",23,23,"Nombres chapitre 23, verset 23."
"Nombres",23,24,"Nombres chapitre 23, verset 24."
"Nombres",23,25,"Nombres chapitre 23, verset 25."
"Nombres",23,26,"Nombres chapitre 23, verset 26."
"Nombres",23,27,"Nombres chapitre 23, verset 27."
"Nombres",23,28,"Nombres chapitre 23, verset 28."
"Nombres",23,29,"Nombres chapitre 23, verset 29."
"Nombres",23,30,"Nombres chapitre 23, verset 30."
"Nombres",24,1,"Nombres chapitre 24, verset 1."
"Nombres",24,2,"Nombres chapitre 24, verset 2."
"Nombres",24,3,"Nombres chapitre 24, verset 3."
"Nombres",24,4,"Nombres chapitre 24, verset 4."
"Nombres",24,5,"Nombres chapitre 24, verset 5."
"Nombres",24,6,"Nombres chapitre 24, verset 6."
"Nombres",24,7,"Nombres chapitre 24, verset 7."
